iter	RMSE
0	0.1326196932
1	0.1273975276
2	0.1224057323
3	0.117709074
4	0.1133772093
5	0.1091420111
6	0.1055811118
7	0.1018182824
8	0.09814586759
9	0.09478265595
10	0.09150958078
11	0.08858412577
12	0.08567783741
13	0.08314708447
14	0.08066060666
15	0.07805731738
16	0.07566953116
17	0.07341718239
18	0.07130617153
19	0.06927891353
20	0.06732688003
21	0.0655414153
22	0.06388715991
23	0.06221116698
24	0.06073338204
25	0.05945028585
26	0.05818785961
27	0.05692797224
28	0.05572337657
29	0.05458947764
30	0.05352944341
31	0.0525374407
32	0.05160051127
33	0.05071820882
34	0.04989861492
35	0.04907107914
36	0.04841693971
37	0.04780366467
38	0.04718448547
39	0.04662616431
40	0.04601207008
41	0.04537590385
42	0.04484605557
43	0.04437556915
44	0.04385619774
45	0.04342357024
46	0.04292807907
47	0.04258713271
48	0.04227674453
49	0.04194046566
50	0.04159811957
51	0.04119199253
52	0.04086634705
53	0.04050389972
54	0.04023940426
55	0.0399627383
56	0.03973066222
57	0.03949515841
58	0.03926730278
59	0.03908553753
60	0.0388381443
61	0.03861203677
62	0.0384380232
63	0.03822113465
64	0.03798541926
65	0.03780219197
66	0.03768266127
67	0.03745175911
68	0.03729276461
69	0.03708925797
70	0.03692516354
71	0.03677569931
72	0.03659417372
73	0.03637857503
74	0.03618280935
75	0.03605872043
76	0.03588792717
77	0.03566053845
78	0.03543585303
79	0.03526357413
80	0.03515587321
81	0.03496108848
82	0.03481731928
83	0.03467556467
84	0.03454796142
85	0.03439164216
86	0.03428306156
87	0.03414399573
88	0.03409263465
89	0.03400968481
90	0.03388087531
91	0.03376011125
92	0.03367278681
93	0.0335172244
94	0.03340135197
95	0.0332393217
96	0.03313790805
97	0.03298074721
98	0.03287033699
99	0.03275970366
100	0.03265330576
101	0.03253530466
102	0.03241452642
103	0.03233254582
104	0.03223150941
105	0.03213826357
106	0.03208164986
107	0.03196229809
108	0.03189400692
109	0.03179854207
110	0.03159115402
111	0.03152036449
112	0.0314229679
113	0.03129062213
114	0.0311647629
115	0.03108288654
116	0.03097067999
117	0.03085225452
118	0.03075826591
119	0.03061553101
120	0.03056397082
121	0.03046539164
122	0.03036861908
123	0.03031586385
124	0.03020398645
125	0.03007605059
126	0.02996469728
127	0.02986547961
128	0.02974175755
129	0.02967265808
130	0.02959887878
131	0.02948927324
132	0.02937113366
133	0.02926973863
134	0.02915916609
135	0.02907144532
136	0.02899709956
137	0.0289543704
138	0.02888568105
139	0.02882231599
140	0.02876845627
141	0.02870391397
142	0.02862373541
143	0.02853241547
144	0.02844019121
145	0.02838723469
146	0.02832387278
147	0.0282261096
148	0.02813941746
149	0.0280551149
150	0.02796615712
151	0.02786454943
152	0.02780347774
153	0.02769452173
154	0.02761552209
155	0.02750602642
156	0.02745476404
157	0.02736552819
158	0.02727083217
159	0.02723909729
160	0.02716637887
161	0.02708742143
162	0.0270504085
163	0.0269659403
164	0.02690417662
165	0.02680289778
166	0.02669458333
167	0.02662785887
168	0.02655180213
169	0.02646944969
170	0.02639629596
171	0.02632206101
172	0.02625120472
173	0.02615503661
174	0.02610660311
175	0.02603429807
176	0.02597891442
177	0.02590471483
178	0.0258436397
179	0.02576448582
180	0.02568962117
181	0.02560264323
182	0.02554128753
183	0.02547314
184	0.02540098014
185	0.0253528209
186	0.02531030578
187	0.02522568243
188	0.02517866574
189	0.02513853887
190	0.02507471434
191	0.02500434148
192	0.0249470997
193	0.02490204765
194	0.02485456794
195	0.02479703662
196	0.02476001521
197	0.02471498444
198	0.02463788661
199	0.02459830691
200	0.02453557169
201	0.02448088555
202	0.024450525
203	0.02435186865
204	0.02428419781
205	0.02424089957
206	0.02417190478
207	0.02410633809
208	0.02405264591
209	0.02400486469
210	0.02393708346
211	0.0238754535
212	0.02381226217
213	0.02374998923
214	0.02369230783
215	0.02362649353
216	0.02358239162
217	0.02354724924
218	0.02349173765
219	0.02344751203
220	0.02340768296
221	0.02335011536
222	0.02328680517
223	0.02323718968
224	0.0231855591
225	0.02311863068
226	0.02307188549
227	0.02300780348
228	0.02296183736
229	0.02291500062
230	0.02285664828
231	0.0227984077
232	0.02275479694
233	0.0227038907
234	0.02264111935
235	0.02256300754
236	0.02248694921
237	0.02243151626
238	0.02238112878
239	0.02233893299
240	0.02227510735
241	0.02222727792
242	0.02218436066
243	0.02213333981
244	0.02210052579
245	0.02204741882
246	0.02199786838
247	0.02194721197
248	0.02185415266
249	0.02181804419
250	0.02177696084
251	0.02171699336
252	0.02167735992
253	0.02164824988
254	0.0215868274
255	0.02152603409
256	0.02147790996
257	0.02142904649
258	0.02138037906
259	0.02132143625
260	0.02128860445
261	0.02121767465
262	0.02115718103
263	0.02111809765
264	0.02107976388
265	0.02102851753
266	0.02097654686
267	0.02094384028
268	0.02090418062
269	0.02085157034
270	0.02079009955
271	0.02074922042
272	0.0207106717
273	0.02065331885
274	0.0206014746
275	0.02053466831
276	0.02049962767
277	0.02044963552
278	0.02041062669
279	0.02037217403
280	0.02032695334
281	0.02028561116
282	0.02025053726
283	0.02022362394
284	0.0201850354
285	0.02015252421
286	0.02012121837
287	0.02009697793
288	0.02003502608
289	0.01998551687
290	0.01993766578
291	0.01990543059
292	0.01986778534
293	0.01982939747
294	0.01977760524
295	0.01974480712
296	0.01969883827
297	0.01966806053
298	0.01963190524
299	0.01958787324
300	0.01956243671
301	0.01952496799
302	0.01950672277
303	0.01946539814
304	0.01943528518
305	0.01940215382
306	0.01936631763
307	0.01932830755
308	0.01929345903
309	0.01923538586
310	0.01920721191
311	0.0191838738
312	0.01915412018
313	0.01912935139
314	0.01908457726
315	0.01904603573
316	0.01900362724
317	0.01897199099
318	0.01895079625
319	0.01891715318
320	0.01889217435
321	0.01885637243
322	0.01880947241
323	0.01877909326
324	0.01874921693
325	0.01871692236
326	0.01868225589
327	0.01865821616
328	0.01862735427
329	0.0185967358
330	0.01856276924
331	0.0185418039
332	0.01851361198
333	0.01848272638
334	0.01845335227
335	0.01839583212
336	0.01836744834
337	0.01833958001
338	0.01830682265
339	0.0182752801
340	0.01825065453
341	0.01821021604
342	0.01816734329
343	0.01814311916
344	0.01811728788
345	0.01808717016
346	0.01804690481
347	0.01800408971
348	0.01796269075
349	0.01793025105
350	0.0178878112
351	0.01785181083
352	0.0178267415
353	0.01780320276
354	0.01777574362
355	0.0177340268
356	0.01770921858
357	0.01767550645
358	0.01764087215
359	0.01760894371
360	0.01759004252
361	0.01754602128
362	0.01750668134
363	0.01748500802
364	0.01746598589
365	0.01743431723
366	0.01738700788
367	0.0173644842
368	0.01733345292
369	0.01730068716
370	0.01728164116
371	0.01724998011
372	0.01722723889
373	0.01720653878
374	0.01717271618
375	0.01713109848
376	0.01710596363
377	0.0170607779
378	0.01703452618
379	0.01700159483
380	0.01697096617
381	0.01695469085
382	0.01691869925
383	0.01689817131
384	0.01687116359
385	0.01683020872
386	0.01680115162
387	0.01677733813
388	0.01674757506
389	0.01670917122
390	0.01668563303
391	0.01664450371
392	0.01662264171
393	0.01660588558
394	0.01657993283
395	0.01656349644
396	0.01652263295
397	0.01650387835
398	0.01648343177
399	0.01646310593
400	0.01643573186
401	0.0164146049
402	0.01639433389
403	0.01636943225
404	0.01635603982
405	0.01633855694
406	0.01631748345
407	0.01628680237
408	0.01625801741
409	0.01623779087
410	0.01621066654
411	0.01618287688
412	0.01616350289
413	0.01613735515
414	0.01610593663
415	0.01608875556
416	0.01606847555
417	0.01604507941
418	0.01602840183
419	0.01601465202
420	0.01600168586
421	0.01597427198
422	0.01595143041
423	0.01592452402
424	0.01590097994
425	0.0158819977
426	0.01583947101
427	0.01581924392
428	0.01578171727
429	0.01575865645
430	0.01573130403
431	0.01570962356
432	0.01568696677
433	0.0156639045
434	0.01563303122
435	0.01560261309
436	0.01558126238
437	0.01555057684
438	0.01552794388
439	0.01550506513
440	0.01547881387
441	0.01545779335
442	0.01544047623
443	0.01541318962
444	0.01539590798
445	0.01537647015
446	0.01535146671
447	0.01533100488
448	0.01530391171
449	0.01527094762
450	0.0152441809
451	0.0152056683
452	0.01518171648
453	0.01513676982
454	0.01511346991
455	0.01508771191
456	0.01505659829
457	0.01504261744
458	0.01501745078
459	0.01497895489
460	0.0149588835
461	0.0149418376
462	0.01491420204
463	0.01489426401
464	0.01488082483
465	0.01486245574
466	0.01484255613
467	0.01482682298
468	0.01481165286
469	0.01477024423
470	0.01473866234
471	0.01472505682
472	0.0146998711
473	0.01466341489
474	0.01464425334
475	0.01461006465
476	0.01458943969
477	0.01457220582
478	0.01455369279
479	0.01453807076
480	0.01452304271
481	0.01449712979
482	0.01447374273
483	0.01445268929
484	0.01442903279
485	0.01441216193
486	0.01438393674
487	0.01436061911
488	0.01433573365
489	0.01430609659
490	0.01429278001
491	0.01425576797
492	0.01423367474
493	0.0142155335
494	0.01419159906
495	0.01416579215
496	0.0141494185
497	0.01413513622
498	0.01411735295
499	0.01410035549
500	0.01408632578
501	0.01406819903
502	0.01405667065
503	0.01403781435
504	0.01402534944
505	0.01400603611
506	0.01399164904
507	0.01397657434
508	0.0139557076
509	0.01393683092
510	0.01390639455
511	0.01388403788
512	0.01385054065
513	0.01383308215
514	0.01382082364
515	0.01379237427
516	0.01376447151
517	0.01374838595
518	0.01371386151
519	0.01368137531
520	0.01366157908
521	0.01364778688
522	0.0136273586
523	0.01360782828
524	0.01359156954
525	0.01358014727
526	0.01356431571
527	0.0135440682
528	0.01351181374
529	0.01347812588
530	0.01346140349
531	0.0134426162
532	0.01343174681
533	0.01340011204
534	0.01337944272
535	0.01335741607
536	0.01333911331
537	0.01331787303
538	0.01329494628
539	0.01328227378
540	0.01326190885
541	0.0132478035
542	0.01323052213
