iter	RMSE
543	0.01321178269
544	0.01318088612
545	0.01316600833
546	0.01315077027
547	0.01312466469
548	0.013108108
549	0.01309294463
550	0.01307766806
551	0.01304804162
552	0.01303252925
553	0.01300789683
554	0.01299012767
555	0.01297738141
556	0.0129445776
557	0.01293467228
558	0.01290145709
559	0.01288523416
560	0.0128655315
561	0.01284618076
562	0.01282991308
563	0.01281034192
564	0.0127977048
565	0.01277156571
566	0.01275760398
567	0.01273775003
568	0.01272585916
569	0.0127155135
570	0.01270046964
571	0.01268300288
572	0.01265061756
573	0.01263804322
574	0.01262242794
575	0.01261020221
576	0.01259511914
577	0.01258394621
578	0.01257137258
579	0.01255606437
580	0.01254248706
581	0.01252706491
582	0.01251577793
583	0.01250102262
584	0.01248644839
585	0.01247125339
586	0.01245793488
587	0.0124437802
588	0.01241471742
589	0.01240164525
590	0.01238803361
591	0.01236518722
592	0.01235354112
593	0.01233241436
594	0.0123214358
595	0.01231152469
596	0.01229692481
597	0.01227741384
598	0.01226487269
599	0.01225024431
600	0.01223172393
601	0.01222247543
602	0.01220907835
603	0.01219130756
604	0.01217885927
605	0.01216541328
606	0.01214737484
607	0.01213483152
608	0.01211648951
609	0.01210343937
610	0.01208695394
611	0.01207121813
612	0.01206111448
613	0.0120342594
614	0.01202281425
615	0.01200507186
616	0.0119834932
617	0.01196995783
618	0.01195437578
619	0.01193927653
620	0.01191821505
621	0.01189691123
622	0.01187778911
623	0.01186597886
624	0.01185326952
625	0.01183726297
626	0.01181654808
627	0.01180218434
628	0.01179145192
629	0.01177618626
630	0.0117682693
631	0.01175015924
632	0.01173448893
633	0.01172328764
634	0.01171264686
635	0.01169434008
636	0.01167900198
637	0.01165525155
638	0.01164439092
639	0.01163043828
640	0.01161805482
641	0.01160029209
642	0.01157741092
643	0.01156277197
644	0.01155357713
645	0.01153925007
646	0.01152727434
647	0.01150843221
648	0.01149087849
649	0.01148027241
650	0.0114661865
651	0.01144029813
652	0.01142520632
653	0.0114062474
654	0.01139307613
655	0.0113836641
656	0.01137012082
657	0.01135265383
658	0.01133323939
659	0.01132095453
660	0.0113020113
661	0.01128574401
662	0.01126467127
663	0.01124897366
664	0.01122817281
665	0.01121645659
666	0.01120017999
667	0.0111866686
668	0.01117371932
669	0.01115389989
670	0.01114487364
671	0.01113309919
672	0.0111207589
673	0.01110691848
674	0.01109376305
675	0.01108140219
676	0.01106102434
677	0.01104222009
678	0.0110285454
679	0.01101422563
680	0.01100507526
681	0.01099435644
682	0.01098053717
683	0.01097113609
684	0.01096210409
685	0.01095189155
686	0.01094789697
687	0.01093899629
688	0.010928162
689	0.01091825496
690	0.01090774176
691	0.01089730419
692	0.01088809486
693	0.01087283312
694	0.01085631166
695	0.01084478995
696	0.01082460021
697	0.01081502388
698	0.01080521736
699	0.01079278739
700	0.0107811244
701	0.01076275457
702	0.01074714524
703	0.0107334288
704	0.01072143599
705	0.01071232302
706	0.01068715805
707	0.01068034673
708	0.01067183619
709	0.01066141553
710	0.01063391923
711	0.01062314769
712	0.01061157431
713	0.01060318677
714	0.01058997882
715	0.0105774858
716	0.01056333616
717	0.01055436567
718	0.01053696459
719	0.01052768342
720	0.01051844123
721	0.01050881841
722	0.01049731505
723	0.0104856923
724	0.01046909532
725	0.01045481456
726	0.01044477479
727	0.01043373294
728	0.01042771603
729	0.01041427644
730	0.010403583
731	0.01039261854
732	0.01037363468
733	0.0103617384
734	0.01034718766
735	0.01033263557
736	0.01031348199
737	0.01030742535
738	0.01029041421
739	0.01028314746
740	0.01026410638
741	0.01024813667
742	0.01023716229
743	0.01022192807
744	0.01021015073
745	0.01019595105
746	0.01018725375
747	0.01017354054
748	0.01016344089
749	0.01015110667
750	0.01014028727
751	0.01012434986
752	0.01011792607
753	0.01011141995
754	0.01010308641
755	0.01009721944
756	0.01008562605
757	0.01006813217
758	0.01005425025
759	0.01003757087
760	0.01002168504
761	0.0100107075
762	0.009996491825
763	0.009988739656
764	0.009971532856
765	0.009958473023
766	0.009945243044
767	0.009936455538
768	0.009926258388
769	0.009908607148
770	0.009898372452
771	0.009884178641
772	0.009872838004
773	0.009863267118
774	0.009853598322
775	0.009845278867
776	0.00983411119
777	0.009826468619
778	0.009816153658
779	0.009806497196
780	0.00979674678
781	0.00978580109
782	0.00977363333
783	0.009766497499
784	0.009756472536
785	0.009749692487
786	0.009738727808
787	0.009732923969
788	0.009723331559
789	0.009714367476
790	0.009701737647
791	0.009687050117
792	0.009672829159
793	0.00965876522
794	0.009645127523
795	0.009632966259
796	0.009623223299
797	0.009612858603
798	0.009605551297
799	0.009598225026
800	0.009588937889
801	0.009580738635
802	0.009571489204
803	0.009563414568
804	0.009555935374
805	0.009546196192
806	0.009535447345
807	0.0095271258
808	0.009517451378
809	0.009507988384
810	0.009492222359
811	0.009484008039
812	0.009478836463
813	0.00946974114
814	0.009457473597
815	0.009449098939
816	0.009440720477
817	0.009427015891
818	0.009418498982
819	0.009411707679
820	0.00940345353
821	0.00939574028
822	0.009385534397
823	0.009379637822
824	0.009367353217
825	0.009355926881
826	0.009349997296
827	0.009343578216
828	0.009337761614
829	0.009329135597
830	0.009315519128
831	0.009309511988
832	0.009299909277
833	0.009283801018
834	0.009273637109
835	0.009264370959
836	0.009254002104
837	0.009247514384
838	0.009238309931
839	0.009231163755
840	0.009225143719
841	0.009216109953
842	0.009199220277
843	0.009183760044
844	0.009176473477
845	0.009170744223
846	0.00916382985
847	0.009153407551
848	0.009143412578
849	0.00913497523
850	0.009132478509
851	0.009124351725
852	0.00911726414
853	0.00911049588
854	0.009094970176
855	0.009090948452
856	0.00908007857
857	0.009068392082
858	0.009060821549
859	0.009043566958
860	0.009035063394
861	0.009025621411
862	0.009013950767
863	0.009005773708
864	0.009001051831
865	0.008995816927
866	0.008982518611
867	0.008978736351
868	0.008969448415
869	0.008960333499
870	0.008942493621
871	0.008936234999
872	0.008925428319
873	0.00891402165
874	0.008906554835
875	0.008897709995
876	0.008892078836
877	0.008884135271
878	0.008875217585
879	0.008862377935
880	0.008852416058
881	0.008839998382
882	0.008830764707
883	0.008824979484
884	0.008818798726
885	0.008806513064
886	0.008798129326
887	0.00878061194
888	0.008773791241
889	0.008764863044
890	0.008757899161
891	0.008752360067
892	0.008739934958
893	0.008733760087
894	0.008721108245
895	0.008713208984
896	0.008708170765
897	0.008700225501
898	0.00869101124
899	0.008682812095
900	0.008668464855
901	0.008660341738
902	0.008655450553
903	0.008646273133
904	0.008634892963
905	0.008628982728
906	0.008620343949
907	0.00860648749
908	0.0086013972
909	0.008593435706
910	0.008585670472
911	0.008577077791
912	0.008565872739
913	0.008559626018
914	0.008550586758
915	0.008542411555
916	0.008536170584
917	0.008526588099
918	0.00851656331
919	0.008506223341
920	0.00849837712
921	0.008490752252
922	0.008482028859
923	0.008467592098
924	0.0084555908
925	0.008447079379
926	0.008437941187
927	0.008431370599
928	0.008424652746
929	0.008412975872
930	0.008402080622
931	0.008394741432
932	0.008384174751
933	0.008371592225
934	0.008357524646
935	0.008348150143
936	0.008340658282
937	0.008327364385
938	0.008324532348
939	0.008317674757
940	0.008304303107
941	0.00829813917
942	0.008290311866
943	0.008281301105
944	0.008270516912
945	0.008262269025
946	0.008258425793
947	0.008255176793
948	0.008251150538
949	0.008244969183
950	0.00823304764
951	0.008227100717
952	0.008220583731
953	0.0082147419
954	0.008204097579
955	0.008190715008
956	0.008181677363
957	0.008174239273
958	0.008168171746
959	0.008162716404
960	0.008152240409
961	0.008144669205
962	0.008138276002
963	0.008132917572
964	0.008127599883
965	0.00812013264
966	0.008114442429
967	0.008107592576
968	0.008095190937
969	0.008092409773
970	0.008082587902
971	0.00807307213
972	0.008064607784
973	0.008049033743
974	0.008035029768
975	0.00802818269
976	0.00801939298
977	0.008005136916
978	0.007999928842
979	0.007996088324
980	0.007989996891
981	0.007982117914
982	0.007971083959
983	0.007965080103
984	0.007952803885
985	0.007946801189
986	0.007940694702
987	0.00793390788
988	0.007928344993
989	0.007926440418
990	0.007918956029
991	0.007905860934
992	0.00790266244
993	0.007896028816
994	0.007887394902
995	0.007875279443
996	0.007866662547
997	0.007857307482
998	0.00784934058
999	0.007840007084
